username	training_step	prompt_type	current_action	current_action_id	current_observation	complex_observation
A11W7R2O4RQSSS	18	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A2CGIO3YQYJ92M	7	MCR	["117","MCR","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	117	she will accept	{"1":{"guess":"she enters","time":12},"2":{"guess":"she will accept","time":10}}
A11W7R2O4RQSSS	19	MC	["80","MC","melil","to watch","I entered","I watched","she entered","he accepted"]	80	he accepted	NULL
A2JJHLWZKVOPQQ	3	EX	["12","EX","yé enplé","I enter"]	12	I enter	NULL
AY5QUURIR136D	32	MC	["80","MC","melil","to watch","I entered","I watched","she entered","he accepted"]	80	to watch	NULL
A2C70CEYBGWK97	4	EX	["12","EX","yé enplé","I enter"]	12	I enter	NULL
A2UHF7UL7G0Y78	18	MC	["66","MC","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	66	you accept	NULL
A2CGIO3YQYJ92M	8	MC	["74","MC","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	74	you entered	NULL
A11W7R2O4RQSSS	20	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122	she will enter	{"1":{"guess":"she accepts","time":16},"2":{"guess":"she will enter","time":15}}
A3O7X46E3REM7I	19	TPR	["202","TPR","ekki icedpü","she accepted"]	202	i entered	NULL
A3CFBT2CBQQIZY	32	TP	["190","TP","pi melizpe","you watched"]	190	you will 	NULL
AY5QUURIR136D	33	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A2C70CEYBGWK97	5	TP	["185","TP","ekki meli","she watches"]	185	I accept	NULL
AV22FQTJNBUZT	1	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A11W7R2O4RQSSS	21	EX	["20","EX","yé enplá","I entered"]	20	I entered	NULL
A3O7X46E3REM7I	20	MC	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	70	she will watch	NULL
A2JJHLWZKVOPQQ	4	TP	["189","TP","yé melá","I watched"]	189	I watched	NULL
A3CFBT2CBQQIZY	33	MCR	["98","MCR","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	98	I accept	{"1":{"guess":"I watched","time":10},"2":{"guess":"I accept","time":9}}
A2UHF7UL7G0Y78	19	TP	["174","TP","ák enpli","he enters"]	174	to accept	NULL
A11W7R2O4RQSSS	22	MC	["57","MC","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	57	you accepted	NULL
A2CGIO3YQYJ92M	9	MCR	["148","MCR","yé melilá","I will watch","I will accept","he accepted","she accepted","he accepts"]	148	I will watch	{"1":{"guess":"he accepted","time":6},"2":{"guess":"he accepts","time":4},"3":{"guess":"I will watch","time":3}}
AY5QUURIR136D	34	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	you enter	NULL
AV22FQTJNBUZT	2	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A3O7X46E3REM7I	21	MCR	["145","MCR","melil","to watch","to accept","he will enter","I enter","she watches"]	145	to watch	{"1":{"guess":"to watch","time":13}}
A2C70CEYBGWK97	6	TPR	["220","TPR","ekki melilí","she will watch"]	220	You accept	NULL
A11W7R2O4RQSSS	23	MC	["38","MC","ák icedpi","he accepts","she entered","he enters","you enter","you entered"]	38	he accepts	NULL
A2JJHLWZKVOPQQ	5	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
A3CFBT2CBQQIZY	34	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
A2CGIO3YQYJ92M	10	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	you enter	NULL
A11W7R2O4RQSSS	24	MC	["48","MC","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	48	you accepted	NULL
AY5QUURIR136D	35	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A2UHF7UL7G0Y78	20	TPR	["214","TPR","ák enplü","he entered"]	214	to accept	NULL
AV22FQTJNBUZT	3	MCR	["112","MCR","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	112	she entered	{"1":{"guess":"I watched","time":13},"2":{"guess":"she entered","time":9}}
A2C70CEYBGWK97	7	MCR	["126","MCR","ekki enpli","she enters","she accepts","he enters","she will accept","to accept"]	126	she enters	{"1":{"guess":"she enters","time":10}}
A3CFBT2CBQQIZY	35	MCR	["156","MCR","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	156	you watched	{"1":{"guess":"you watched","time":14}}
A11W7R2O4RQSSS	25	MCR	["121","MCR","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	121	I enter	{"1":{"guess":"I enter","time":15}}
A2JJHLWZKVOPQQ	6	MCR	["159","MCR","ekki melü","she watched","you watched","she enters","he will enter","I enter"]	159	I enter	{"1":{"guess":"he will enter","time":11},"2":{"guess":"she enters","time":10},"3":{"guess":"I enter","time":9}}
A2CGIO3YQYJ92M	11	MCR	["125","MCR","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	125	he enters	{"1":{"guess":"he enters","time":10}}
A11W7R2O4RQSSS	26	MC	["92","MC","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	92	to watch	NULL
A2C70CEYBGWK97	8	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A3O7X46E3REM7I	22	TP	["169","TP","ák icedpü","he accepted"]	169	he entered	NULL
AV22FQTJNBUZT	4	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A2JJHLWZKVOPQQ	7	MC	["33","MC","icedpil","to accept","he accepts","she will enter","you entered","I watched"]	33	to accept	NULL
A2CGIO3YQYJ92M	12	MCR	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	116	she accepted	{"1":{"guess":"she watched","time":12},"2":{"guess":"she accepted","time":11}}
A11W7R2O4RQSSS	27	MCR	["123","MCR","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	123	I will enter	{"1":{"guess":"to accept","time":15},"2":{"guess":"I will enter","time":14}}
A2C70CEYBGWK97	9	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A2UHF7UL7G0Y78	21	TPR	["195","TPR","ák icedpi","he accepts"]	195	toenter	NULL
AV22FQTJNBUZT	5	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A2JJHLWZKVOPQQ	8	MC	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	50	he accepted	NULL
A2CGIO3YQYJ92M	13	MCR	["118","MCR","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	118	to enter	{"1":{"guess":"to enter","time":13}}
AV22FQTJNBUZT	6	MC	["79","MC","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	79	she watched	NULL
A11W7R2O4RQSSS	28	TP	["173","TP","pi enpliz","you enter"]	173	i enter	NULL
A2C70CEYBGWK97	10	EX	["20","EX","yé enplá","I entered"]	20	I entered	NULL
A2UHF7UL7G0Y78	22	TPR	["196","TPR","ekki icedpi","she accepts"]	196	to enter	NULL
A3O7X46E3REM7I	23	TP	["165","TP","yé icedpilá","I will accept"]	165	she accepted	NULL
A2CGIO3YQYJ92M	14	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A11W7R2O4RQSSS	29	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A2C70CEYBGWK97	11	MC	["55","MC","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	55	to enter	NULL
AV22FQTJNBUZT	7	MC	["63","MC","ekki enpli","she enters","he entered","he accepts","he will enter","she will enter"]	63	she will enter	NULL
A2CGIO3YQYJ92M	15	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A2JJHLWZKVOPQQ	9	TPR	["214","TPR","ák enplü","he entered"]	214	He entered	NULL
A11W7R2O4RQSSS	30	MCR	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	116	she accepted	{"1":{"guess":"she accepted","time":14}}
AV22FQTJNBUZT	8	MC	["95","MC","ekki melü","she watched","you watched","she enters","he will enter","I enter"]	95	she enters	NULL
A2C70CEYBGWK97	12	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A2CGIO3YQYJ92M	16	MC	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	46	she will accept	NULL
A2UHF7UL7G0Y78	23	TP	["161","TP","yé icedpé","I accept"]	161	he accept	NULL
A2JJHLWZKVOPQQ	10	MCR	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	128	I will enter	{"1":{"guess":"I will enter","time":12}}
A3O7X46E3REM7I	24	TP	["175","TP","ekki enpli","she enters"]	175	he entered	NULL
A11W7R2O4RQSSS	31	TP	["161","TP","yé icedpé","I accept"]	161	i accept	NULL
AV22FQTJNBUZT	9	MC	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	45	he will accept	NULL
A2CGIO3YQYJ92M	17	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepts	{"1":{"guess":"she accepts","time":12}}
A2C70CEYBGWK97	13	TPR	["223","TPR","ekki melü","she watched"]	223	she enters	NULL
A2UHF7UL7G0Y78	24	EX	["29","EX","yé melá","I watched"]	29	I watched	NULL
A11W7R2O4RQSSS	32	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A3O7X46E3REM7I	25	TPR	["201","TPR","ák icedpü","he accepted"]	201	he watched	NULL
A2JJHLWZKVOPQQ	11	MCR	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	139	he accepted	{"1":{"guess":"she accepted","time":10},"2":{"guess":"he accepted","time":7}}
A2CGIO3YQYJ92M	18	TPR	["198","TPR","ák icedpilí","he will accept"]	198	he accepts	NULL
A2C70CEYBGWK97	14	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	I entered	{"1":{"guess":"I entered","time":11}}
A2JJHLWZKVOPQQ	12	MC	["55","MC","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	55	to enter	NULL
A11W7R2O4RQSSS	33	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A2UHF7UL7G0Y78	25	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	he enters	{"1":{"guess":"to watch","time":10},"2":{"guess":"she entered","time":8},"3":{"guess":"he enters","time":7}}
A3O7X46E3REM7I	26	MCR	["108","MCR","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	108	he will accept	{"1":{"guess":"he will accept","time":11}}
A2CGIO3YQYJ92M	19	MCR	["142","MCR","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	142	she entered	{"1":{"guess":"she entered","time":12}}
AV22FQTJNBUZT	10	MCR	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	116	you entered	{"1":{"guess":"you entered","time":14},"2":{"guess":"you entered","time":0}}
A2C70CEYBGWK97	15	MCR	["133","MCR","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	133	he will enter	{"1":{"guess":"you will enter","time":11},"2":{"guess":"he will enter","time":9}}
A2JJHLWZKVOPQQ	13	MC	["89","MC","ekki melilí","she will watch","I watched","to enter","she watches","to watch"]	89	she watches	NULL
A11W7R2O4RQSSS	34	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
AV22FQTJNBUZT	11	MC	["48","MC","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	48	you accepted	NULL
A2CGIO3YQYJ92M	20	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A2UHF7UL7G0Y78	26	TPR	["212","TPR","yé enplá","I entered"]	212	she entered	NULL
A3O7X46E3REM7I	27	MCR	["129","MCR","yé enplilá","I will enter","he enters","I entered","you will enter","to accept"]	129	I will enter	{"1":{"guess":"you will enter","time":10},"2":{"guess":"I will enter","time":5}}
A2JJHLWZKVOPQQ	14	MC	["71","MC","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	71	she will accept	NULL
A11W7R2O4RQSSS	35	TP	["168","TP","pi icedpizpe","you accepted"]	168	i enter	NULL
A2C70CEYBGWK97	16	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepted	{"1":{"guess":"he will watch","time":12},"2":{"guess":"she accepted","time":9}}
AV22FQTJNBUZT	12	EX	["29","EX","yé melá","I watched"]	29	I watched	NULL
A2UHF7UL7G0Y78	27	MC	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	45	she accepts	NULL
A2CGIO3YQYJ92M	21	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A3O7X46E3REM7I	28	TP	["176","TP","yé enplilá","I will enter"]	176	I will enter	NULL
A2C70CEYBGWK97	17	MCR	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	96	to accept	{"1":{"guess":"to accept","time":12}}
A3O7X46E3REM7I	29	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A2C70CEYBGWK97	18	MC	["35","MC","yé icedpé","I accept","she watched","he accepts","I will accept","she accepted"]	35	I accept	NULL
AV22FQTJNBUZT	13	TPR	["198","TPR","ák icedpilí","he will accept"]	198	he watched	NULL
A2JJHLWZKVOPQQ	15	TP	["177","TP","pi enplilíz","you will enter"]	177	I enter	NULL
A2UHF7UL7G0Y78	28	TPR	["198","TPR","ák icedpilí","he will accept"]	198	NO_ANSWER_MADE	NULL
A2CGIO3YQYJ92M	22	TPR	["219","TPR","ák melilí","he will watch"]	219	he will accept	NULL
AV22FQTJNBUZT	14	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	you enter	NULL
A2JJHLWZKVOPQQ	16	MCR	["142","MCR","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	142	I will watch	{"1":{"guess":"she accepts","time":12},"2":{"guess":"I will watch","time":11}}
A2C70CEYBGWK97	19	TP	["161","TP","yé icedpé","I accept"]	161	I accept	NULL
A3O7X46E3REM7I	30	TPR	["197","TPR","yé icedpilá","I will accept"]	197	I will watch	NULL
A2CGIO3YQYJ92M	23	MC	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	70	she will enter	NULL
A2JJHLWZKVOPQQ	17	MC	["95","MC","ekki melü","she watched","you watched","she enters","he will enter","I enter"]	95	he will enter	NULL
AV22FQTJNBUZT	15	TPR	["213","TPR","pi enplizpe","you entered"]	213	you watch	NULL
A3O7X46E3REM7I	31	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A2C70CEYBGWK97	20	EX	["29","EX","yé melá","I watched"]	29	I watched	NULL
A2CGIO3YQYJ92M	24	MCR	["131","MCR","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	131	you will enter	{"1":{"guess":"you watched","time":9},"2":{"guess":"you will enter","time":8}}
A2UHF7UL7G0Y78	29	TPR	["213","TPR","pi enplizpe","you entered"]	213	NO_ANSWER_MADE	NULL
AV22FQTJNBUZT	16	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A3O7X46E3REM7I	32	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A2C70CEYBGWK97	21	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A2JJHLWZKVOPQQ	18	TPR	["195","TPR","ák icedpi","he accepts"]	195	he entered	NULL
A2C70CEYBGWK97	22	MCR	["104","MCR","ekki icedpi","she accepts","she entered","he accepted","he entered","you entered"]	104	she accepts	{"1":{"guess":"she accepts","time":13}}
AV22FQTJNBUZT	17	TP	["182","TP","ák enplü","he entered"]	182	he enters	NULL
A3O7X46E3REM7I	33	TPR	["215","TPR","ekki enplü","she entered"]	215	She entered	NULL
A2CGIO3YQYJ92M	25	TPR	["208","TPR","yé enplilá","I will enter"]	208	you enter	NULL
A2C70CEYBGWK97	23	MC	["82","MC","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	82	she watches	NULL
A2JJHLWZKVOPQQ	19	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
AV22FQTJNBUZT	18	TP	["182","TP","ák enplü","he entered"]	182	he watches	NULL
A2CGIO3YQYJ92M	26	MC	["87","MC","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	87	he will watch	NULL
A2UHF7UL7G0Y78	30	MC	["61","MC","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	61	NO_ANSWER_MADE	NULL
A3O7X46E3REM7I	34	MCR	["100","MCR","pi icedpiz","you accept","I watched","she will enter","she will watch","she accepted"]	100	you accept	{"1":{"guess":"you accept","time":11}}
A2JJHLWZKVOPQQ	20	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":13}}
A2C70CEYBGWK97	24	EX	["12","EX","yé enplé","I enter"]	12	I enter	NULL
A2CGIO3YQYJ92M	27	MCR	["134","MCR","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	134	she will enter	{"1":{"guess":"she will enter","time":14}}
AV22FQTJNBUZT	19	EX	["24","EX","melil","to watch"]	24	to watch	NULL
A2JJHLWZKVOPQQ	21	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A2C70CEYBGWK97	25	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":12}}
A3O7X46E3REM7I	35	TPR	["197","TPR","yé icedpilá","I will accept"]	197	I accept	NULL
A2CGIO3YQYJ92M	28	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
AV22FQTJNBUZT	20	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
A2UHF7UL7G0Y78	31	MC	["61","MC","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	61	NO_ANSWER_MADE	NULL
AV22FQTJNBUZT	21	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	she watches	NULL
A2C70CEYBGWK97	26	TPR	["201","TPR","ák icedpü","he accepted"]	201	he accepts	NULL
A2CGIO3YQYJ92M	29	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
AV22FQTJNBUZT	22	MCR	["134","MCR","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	134	she will enter	{"1":{"guess":"she will enter","time":15}}
A2JJHLWZKVOPQQ	22	TPR	["223","TPR","ekki melü","she watched"]	223	she watches	NULL
A2UHF7UL7G0Y78	32	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A2C70CEYBGWK97	27	TPR	["196","TPR","ekki icedpi","she accepts"]	196	she accepted	NULL
A2CGIO3YQYJ92M	30	TP	["189","TP","yé melá","I watched"]	189	i watch	NULL
A2UHF7UL7G0Y78	33	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
AV22FQTJNBUZT	23	TP	["182","TP","ák enplü","he entered"]	182	he watches	NULL
A2JJHLWZKVOPQQ	23	MCR	["110","MCR","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	110	you accepted	{"1":{"guess":"I entered","time":12},"2":{"guess":"I watched","time":11},"3":{"guess":"you accepted","time":8}}
A2C70CEYBGWK97	28	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A2CGIO3YQYJ92M	31	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
